,stationcode,nombre,lat,lon,alt
0,35025090,BOSQUE INTERVENIDO   [35025090],4.664888888889,-73.846638888889,2944
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,39823,87506,0.46,31724,0.8,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,39823,87506,0.46,39598,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
205,21015050,PURACE  AUTOMATICA [21015050],1.925916666667,-76.427555555556,1900
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,TS,68207,110950,0.61,66345,0.97,28/06/2005 16:00:00,23/02/2018 14:00:00
,DV,367165,665757,0.55,359961,0.98,28/06/2005 12:30:00,23/02/2018 20:00:00
,HR,67292,111064,0.61,67270,1,27/06/2005 19:00:00,27/02/2018 11:00:00
,VV,360802,666177,0.54,356451,0.99,28/06/2005 12:30:00,26/02/2018 18:00:00
,RS,67023,110990,0.6,63821,0.95,27/06/2005 19:00:00,24/02/2018 09:00:00
,PR,403986,666298,0.61,403964,1,27/06/2005 18:20:00,26/02/2018 20:00:00
206,24055070,SAN  VICENTE DE CHUCURI AUTOMATICA [24055070],6.823388888889,-73.472055555556,1073
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,69479,112647,0.62,57023,0.82,19/04/2005 18:00:00,24/02/2018 09:00:00
,DV,294317,675138,0.44,294277,1,24/04/2005 10:00:00,23/02/2018 21:00:00
,PR,33307,60692,0.55,33307,1,01/01/2017 09:40:00,26/02/2018 21:00:00
,HR,58711,112721,0.52,58686,1,19/04/2005 18:00:00,27/02/2018 11:00:00
,VV,294195,675558,0.44,294163,1,24/04/2005 10:00:00,26/02/2018 19:00:00
207,26035100,HDA SUECIA AUTOMATICA [26035100],2.479555555556,-76.82775,1755
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,195352,217447,0.9,195344,1,11/11/2005 16:20:00,30/12/2009 17:30:00
,HR,33043,36241,0.91,33041,1,11/11/2005 16:00:00,30/12/2009 17:00:00
,PR,3501,6186,0.57,3501,1,30/10/2017 14:00:00,12/12/2017 13:00:00
,DV,195472,217447,0.9,195465,1,11/11/2005 16:20:00,30/12/2009 17:30:00
,RS,33027,36241,0.91,32826,0.99,11/11/2005 16:00:00,30/12/2009 17:00:00
208,26135310,STA ROSA AUTOM  [26135310],4.846861111111,-75.635638888889,1898
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,25352,32287,0.79,15452,0.61,01/01/2005 00:59:05,07/09/2008 08:00:00
,RS,15428,25765,0.6,15121,0.98,29/09/2005 19:00:00,07/09/2008 08:00:00
,VV,77867,144055,0.54,77847,1,30/09/2005 10:20:00,26/06/2008 19:30:00
,DV,78446,144055,0.54,77274,0.99,30/09/2005 10:20:00,26/06/2008 19:30:00
209,44015070,EL PEPINO AUTOMATICA [44015070],1.082888888889,-76.667111111111,760
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,54977,60785,0.9,54977,1,31/12/2016 14:10:00,26/02/2018 17:00:00
,DV,54074,60365,0.9,54074,1,31/12/2016 14:10:00,23/02/2018 19:00:00
,PR,55607,60803,0.91,55607,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,RS,68387,108086,0.63,60439,0.88,26/10/2005 19:00:00,24/02/2018 09:00:00
,HR,70801,108159,0.65,67375,0.95,26/10/2005 19:00:00,27/02/2018 10:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
210,21047010,PTE BALSEADERO AUTOMATICA [21047010],2.232361111111,-75.648555555556,688
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56908,362010,0.16,18990,0.33,25/11/2005 17:29:00,13/10/2012 16:30:00
211,16027300,PTE CAPIRA AUTOMATICA [16027300],7.537194444444,-72.771138888889,1320
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,357057,405547,0.88,356746,1,12/06/2010 13:50:00,26/02/2018 21:00:00
212,21015060,MARENGO  AUTOMATICA [21015060],2.221111111111,-76.118888888889,1550
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,439213,609562,0.72,438306,1,26/07/2006 18:20:00,26/02/2018 20:00:00
,RS,71178,101534,0.7,40320,0.57,26/07/2006 19:00:00,24/02/2018 09:00:00
,VV,307219,609550,0.5,307170,1,26/07/2006 18:20:00,26/02/2018 18:00:00
,DV,329222,609130,0.54,325160,0.99,26/07/2006 18:20:00,23/02/2018 20:00:00
,HR,73627,101607,0.72,73346,1,26/07/2006 19:00:00,27/02/2018 10:00:00
,TS,28393,74149,0.38,28392,1,09/09/2009 01:00:00,23/02/2018 14:00:00
213,13095010,COVEÑAS AUTOMATICA[13095010],9.383333333333,-75.666666666667,1
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,477871,607914,0.79,477809,1,31/07/2006 18:40:00,20/02/2018 09:40:00
,HR,73366,101317,0.72,73366,1,31/07/2006 19:00:00,20/02/2018 08:01:00
,RS,79806,101318,0.79,76958,0.96,31/07/2006 19:00:00,20/02/2018 09:00:00
,DV,469491,607914,0.77,469210,1,31/07/2006 18:40:00,20/02/2018 09:40:00
,TS,78409,101316,0.77,77614,0.99,31/07/2006 19:00:00,20/02/2018 07:00:00
,VV,459084,607901,0.76,459066,1,31/07/2006 18:40:00,20/02/2018 07:30:00
214,16015501,APTO CAMILO DAZA AUTOM [16015501],7.931611111111,-72.51125,313
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,116238,126071,0.92,116238,1,05/10/2015 10:10:00,26/02/2018 22:00:00
,RS,19656,20951,0.94,19656,1,05/10/2015 11:00:00,24/02/2018 10:00:00
,TS,19684,20932,0.94,19684,1,05/10/2015 11:00:00,23/02/2018 15:00:00
,HR,19769,21025,0.94,19769,1,05/10/2015 11:00:00,27/02/2018 12:00:00
,DV,117885,125633,0.94,117885,1,05/10/2015 10:10:00,23/02/2018 21:00:00
,VV,118170,125908,0.94,117312,0.99,06/10/2015 10:20:00,26/02/2018 19:00:00
215,13085050,LORICA  ITA AUTOMATICA [13085050],9.252722222222,-75.844416666667,30
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,43052,49717,0.87,43039,1,01/01/2005 00:00:00,03/09/2010 13:00:00
,TS,44729,49717,0.9,44717,1,01/01/2005 00:00:00,03/09/2010 13:00:00
,PR,254899,298303,0.85,254876,1,01/01/2005 00:00:00,03/09/2010 13:10:00
,RS,39845,49717,0.8,37822,0.95,01/01/2005 00:00:00,03/09/2010 13:00:00
,DV,190209,279216,0.68,190181,1,01/01/2005 00:00:00,24/04/2010 00:00:00
,VV,190378,292123,0.65,190338,1,01/01/2005 00:00:00,22/07/2010 15:10:00
216,35235050,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,4209,16559,0.25,4208,1,19/08/2017 12:10:07,12/12/2017 12:00:07
,VV,3625,16559,0.22,3625,1,19/08/2017 12:10:07,12/12/2017 12:00:07
,HR,708,2759,0.26,708,1,19/08/2017 13:00:07,12/12/2017 12:00:07
,DV,4271,16559,0.26,4271,1,19/08/2017 12:10:07,12/12/2017 12:00:07
217,24055080,VIZCAINA LA LIZAMA AUTOMATICA [24055080],6.982972222222,-73.704888888889,114
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,39399,46428,0.85,38656,0.98,01/01/2013 01:00:00,19/04/2018 13:00:00
,DV,235753,278562,0.85,93337,0.4,01/01/2013 02:00:00,19/04/2018 13:00:00
,RS,90460,114183,0.79,73862,0.82,14/02/2005 18:00:00,24/02/2018 09:00:00
,TS,39435,46428,0.85,39372,1,01/01/2013 01:00:00,19/04/2018 13:00:00
,PR,55939,60684,0.92,55938,1,01/01/2017 10:00:00,26/02/2018 20:00:00
,HR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,DV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
,VV,235771,278562,0.85,93336,0.4,01/01/2013 02:00:00,19/04/2018 13:00:00
,VV,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
218,25025360,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,33145,65971,0.5,31946,0.96,19/08/2010 15:00:00,27/02/2018 10:00:00
,PR,41550,60686,0.68,41548,1,01/01/2017 10:40:00,26/02/2018 21:00:00
,DV,182445,391698,0.47,182307,1,13/09/2010 19:00:00,23/02/2018 22:00:00
,VV,193008,392854,0.49,181892,0.94,08/09/2010 15:20:00,26/02/2018 19:00:00
219,25017010,MONTELIBANO AUTOMATICA [25017010],7.987972222222,-75.417333333333,40
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,31065,60728,0.51,31065,1,01/01/2017 03:40:00,26/02/2018 21:00:00
220,26127040,CARTAGO    [26127040],4.757611111111,-75.89925,937
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,45681,60701,0.75,45680,1,01/01/2017 07:40:00,26/02/2018 20:30:00
221,23085260,LA SELVA AUTOM  [23085260],6.131916666667,-75.414555555556,2125
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,317353,691780,0.46,317329,1,01/01/2005 18:20:00,26/02/2018 19:00:00
,PR,327275,691792,0.47,326179,1,01/01/2005 18:20:00,26/02/2018 21:00:00
,RS,54249,115238,0.47,44719,0.82,01/01/2005 19:00:00,24/02/2018 09:00:00
,DV,324670,691360,0.47,324635,1,01/01/2005 18:20:00,23/02/2018 21:00:00
,HR,54597,115311,0.47,54043,0.99,01/01/2005 19:00:00,27/02/2018 10:00:00
222,25025030,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,31935,56529,0.56,31891,1,18/01/2017 21:10:00,15/02/2018 10:40:00
,DV,130330,180761,0.72,130328,1,09/09/2014 00:10:00,15/02/2018 07:00:00
,VV,131789,180761,0.73,131780,1,09/09/2014 00:10:00,15/02/2018 07:00:00
,HR,27341,30275,0.9,27341,1,09/09/2014 01:00:00,21/02/2018 12:00:00
223,26085160,SILOE AUTOM   [26085160],3.4255,-76.560611111111,1238
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,47043,60803,0.77,47022,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,HR,27773,35178,0.79,27773,1,22/02/2014 17:00:00,27/02/2018 11:00:00
,RS,27528,35104,0.78,18598,0.68,22/02/2014 17:00:00,24/02/2018 09:00:00
,VV,165237,210968,0.78,165192,1,22/02/2014 16:40:00,26/02/2018 18:00:00
,DV,164760,210548,0.78,164738,1,22/02/2014 16:40:00,23/02/2018 20:00:00
224,21206980,STA CRUZ DE SIECHA AUTOMATICA [21206980],4.784277777778,-73.870805555556,3100
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,419163,691393,0.61,395661,0.94,01/01/2005 12:31:00,23/02/2018 20:50:00
,PR,541982,675955,0.8,541292,1,21/04/2005 17:50:00,26/02/2018 21:00:00
,RS,92671,112599,0.82,66367,0.72,21/04/2005 18:00:00,24/02/2018 09:00:00
,HR,90601,112673,0.8,90577,1,21/04/2005 18:00:00,27/02/2018 11:00:00
,VV,392330,691794,0.57,389905,0.99,01/01/2005 16:00:00,26/02/2018 19:00:00
225,21255170,MURILLO AUTOM   [21255170],4.870555555556,-75.173277777778,3023
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,91060,107987,0.84,71319,0.78,27/10/2005 19:00:00,21/02/2018 06:00:00
,VV,505926,647924,0.78,497689,0.98,27/10/2005 18:40:00,21/02/2018 06:00:00
,PR,536744,647924,0.83,534486,1,27/10/2005 18:40:00,21/02/2018 06:00:00
,HR,93515,107987,0.87,85124,0.91,27/10/2005 19:00:00,21/02/2018 06:00:00
,DV,506319,647924,0.78,504332,1,27/10/2005 18:40:00,21/02/2018 06:00:00
226,29015040,CARMEN DE BOLIVAR AUTOMATICA [29015040],9.71575,-75.106416666667,152
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,382427,630881,0.61,366812,0.96,28/02/2006 16:10:00,26/02/2018 19:00:00
,PR,41372,60685,0.68,41372,1,01/01/2017 10:50:00,26/02/2018 21:00:00
,HR,66592,104857,0.64,66590,1,28/02/2006 17:00:00,14/02/2018 18:00:00
,RS,68452,105088,0.65,62002,0.91,28/02/2006 18:00:00,24/02/2018 10:00:00
,DV,146093,889494,0.16,146009,1,27/03/2001 21:00:00,23/02/2018 22:00:00
227,24035390,PMO ALMORZADERO AUTOMATICA [24035390],6.945388888889,-72.696333333333,3600
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,579398,676242,0.86,574021,0.99,19/04/2005 18:00:00,26/02/2018 21:00:00
,VV,382718,852955,0.45,376716,0.98,09/12/2001 11:42:01,26/02/2018 19:00:00
,DV,383587,675810,0.57,377694,0.98,19/04/2005 18:00:00,23/02/2018 21:00:00
,HR,94723,112720,0.84,94723,1,19/04/2005 19:00:00,27/02/2018 11:00:00
228,800090,SIMON BOLIVAR,11.12,-74.231,6.7
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,50946,87506,0.58,34585,0.68,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,50946,87506,0.58,49990,0.98,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,50946,87506,0.58,50705,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,NUB,50946,87506,0.58,50348,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,50946,87506,0.58,50032,0.98,04/05/2008 14:00:00,28/04/2018 16:00:00
,PR,50946,87506,0.58,5693,0.11,04/05/2008 14:00:00,28/04/2018 16:00:00
229,801440,EL CARANO,5.691,-76.641,62.2
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,NUB,40047,87506,0.46,39715,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,TS,40047,87506,0.46,39893,1,04/05/2008 14:00:00,28/04/2018 16:00:00
,VV,40047,87506,0.46,39765,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,DV,40047,87506,0.46,13789,0.34,04/05/2008 14:00:00,28/04/2018 16:00:00
,HR,40047,87506,0.46,39820,0.99,04/05/2008 14:00:00,28/04/2018 16:00:00
,PR,40047,87506,0.46,6660,0.17,04/05/2008 14:00:00,28/04/2018 16:00:00
230,35085060,ZETAQUIRA AUTOMATICA [35085060],5.294944444444,-73.169944444444,1436
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55541,60690,0.92,55541,1,01/01/2017 10:00:00,26/02/2018 21:00:00
,RS,90604,112671,0.8,71894,0.79,18/04/2005 18:00:00,24/02/2018 09:00:00
,HR,93254,112745,0.83,87821,0.94,18/04/2005 18:00:00,27/02/2018 11:00:00
,DV,54616,60258,0.91,54616,1,01/01/2017 10:00:00,23/02/2018 21:00:00
,VV,55138,60678,0.91,55138,1,01/01/2017 10:00:00,26/02/2018 19:00:00
231,11037030,LA LOMA PUEBLO NUEVO AUTOMATICA[11037030],5.584666666667,-76.753277777778,72
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,313975,79265,3.96,312891,1,29/03/2006 12:20:00,14/04/2015 05:59:00
,PR,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
232,44015060,ACDTO MOCOA AUTOM  [44015060],1.157333333333,-76.651833333333,650
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,54089,102307,0.53,45380,0.84,24/06/2006 14:00:00,24/02/2018 09:00:00
,PR,55383,60803,0.91,55383,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,VV,54963,60785,0.9,54963,1,31/12/2016 15:10:00,26/02/2018 18:00:00
,DV,54037,60365,0.9,54037,1,31/12/2016 15:10:00,23/02/2018 20:00:00
,HR,54535,102384,0.53,53980,0.99,24/06/2006 11:00:00,27/02/2018 11:00:00
233,23105060,VEGACHI AUTOM   [23105060],6.774111111111,-74.796527777778,990
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,61375,107085,0.57,61366,1,19/11/2004 18:00:00,06/02/2017 15:00:00
,DV,191142,569213,0.34,191117,1,12/04/2006 18:20:00,06/02/2017 15:10:00
,VV,191202,569213,0.34,191161,1,12/04/2006 18:20:00,06/02/2017 15:10:00
,PR,311840,569213,0.55,311767,1,12/04/2006 18:20:00,06/02/2017 15:10:00
,RS,60959,107085,0.57,56981,0.93,19/11/2004 18:00:00,06/02/2017 15:00:00
234,26125300,CALARCA AUTOM   [26125300],4.528305555556,-75.596388888889,2255
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,364857,451246,0.81,364801,1,30/07/2009 00:10:00,26/02/2018 15:50:00
,RS,89097,111954,0.8,81781,0.92,18/05/2005 15:00:00,24/02/2018 09:00:00
,PR,54485,60766,0.9,54485,1,31/12/2016 16:10:00,26/02/2018 15:50:00
,HR,98218,116827,0.84,88953,0.91,23/10/2004 18:40:00,20/02/2018 14:00:00
,DV,504034,672161,0.75,503998,1,14/05/2005 19:00:00,23/02/2018 13:50:00
235,802590,ALFONSO BONILLA ARAGON INTL,3.543,-76.382,963.8
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,VV,91317,87671,1.04,90938,1,30/04/2008 19:00:00,01/05/2018 18:00:00
,DV,91317,87671,1.04,64570,0.71,30/04/2008 19:00:00,01/05/2018 18:00:00
,NUB,91317,87671,1.04,89680,0.98,30/04/2008 19:00:00,01/05/2018 18:00:00
,TS,91317,87671,1.04,91063,1,30/04/2008 19:00:00,01/05/2018 18:00:00
,PR,91317,87671,1.04,7453,0.08,30/04/2008 19:00:00,01/05/2018 18:00:00
,HR,91317,87671,1.04,91009,1,30/04/2008 19:00:00,01/05/2018 18:00:00
236,23117030,EL TAGUAL AUTOMATICA[23117030],6.733055555556,-74.15975,105
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,286525,349902,0.82,286459,1,13/02/2008 15:40:00,09/10/2014 12:40:00
237,15067210,CARACOLI AUTOMATICA[15067210],10.950111111111,-73.051027777778,460
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,70380,70383,1,70380,1,18/11/2011 14:10:00,21/03/2013 08:40:00
238,26237040,PTO VALDIVIA AUTOM  [26237040],7.287083333333,-75.396305555556,129
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55997,60758,0.92,55997,1,31/12/2016 23:40:00,26/02/2018 22:00:00
239,52015050,BALBOA AUTOMATICA [52015050],2.032777777778,-77.221666666667,1700
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,44277,60680,0.73,44272,1,01/01/2017 10:40:00,26/02/2018 20:00:00
,HR,20033,109169,0.18,19946,1,14/09/2005 18:00:00,27/02/2018 11:00:00
,VV,42727,60656,0.7,42726,1,01/01/2017 10:40:00,26/02/2018 16:00:00
,RS,23961,109095,0.22,21576,0.9,14/09/2005 18:00:00,24/02/2018 09:00:00
,DV,42694,60248,0.71,42694,1,01/01/2017 10:40:00,23/02/2018 20:00:00
240,26207080,BOLOMBOLO AUTOM   [26207080],5.965944444444,-75.841472222222,1750
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55446,60755,0.91,55446,1,31/12/2016 23:40:00,26/02/2018 21:30:00
241,16057030,LA CABAÑA AUTOMATICA[16057030],8.197805555556,-73.31825,1220
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,529027,902205,0.59,524610,0.99,01/01/2001 13:24:00,26/02/2018 21:00:00
242,26105250,ZARAGOZA AUTOM   [26105250],4.689777777778,-75.925194444444,943
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,91199,111470,0.82,91191,1,10/06/2005 20:00:00,27/02/2018 10:00:00
,RS,90682,111397,0.81,78967,0.87,10/06/2005 20:00:00,24/02/2018 09:00:00
,VV,469048,668631,0.7,469026,1,11/06/2005 12:30:00,26/02/2018 19:00:00
,DV,471506,668211,0.71,467740,0.99,11/06/2005 12:30:00,23/02/2018 21:00:00
,PR,55654,60809,0.92,55654,1,31/12/2016 14:10:00,26/02/2018 21:00:00
243,21257120,PTE GATO NEGRO AUTOMATICA [21257120],4.940194444444,-75.089805555556,1135
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,639173,676240,0.95,630167,0.99,19/04/2005 18:20:00,26/02/2018 21:00:00
244,800940,PALONEGRO,7.127,-73.185,1187.8
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,67658,87580,0.77,67531,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,TS,67658,87580,0.77,67567,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,VV,67658,87580,0.77,67477,1,04/05/2008 14:00:00,01/05/2018 18:00:00
,NUB,67658,87580,0.77,66580,0.98,04/05/2008 14:00:00,01/05/2018 18:00:00
,PR,67658,87580,0.77,8365,0.12,04/05/2008 14:00:00,01/05/2018 18:00:00
,DV,67658,87580,0.77,44031,0.65,04/05/2008 14:00:00,01/05/2018 18:00:00
245,26135300,PNN QUIMBAYA AUTOM  [26135300],4.761916666667,-75.744916666667,1881
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,55461,60395,0.92,55461,1,03/01/2017 10:10:00,26/02/2018 20:00:00
,VV,239356,668667,0.36,239313,1,15/05/2005 18:00:00,31/01/2018 06:30:00
,DV,239454,668667,0.36,239334,1,15/05/2005 18:00:00,31/01/2018 06:30:00
,HR,69636,112097,0.62,68712,0.99,15/05/2005 18:00:00,27/02/2018 11:00:00
,RS,72873,112023,0.65,56613,0.78,15/05/2005 18:00:00,24/02/2018 09:00:00
246,26247020,LA COQUERA AUTOM  [26247020],7.962138888889,-75.196,49
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,31761,58168,0.55,31604,1,18/01/2017 21:10:00,26/02/2018 19:50:00
247,35215030,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,826,2761,0.3,826,1,19/08/2017 11:00:07,12/12/2017 12:00:07
,VV,4759,16601,0.29,4757,1,19/08/2017 05:10:07,12/12/2017 12:00:07
,PR,4771,16601,0.29,4767,1,19/08/2017 05:10:07,12/12/2017 12:00:07
,DV,5049,16601,0.3,5049,1,19/08/2017 05:10:07,12/12/2017 12:00:07
248,52055150,CERRO PARAMO PUERRES AUTOMATICA [52055150],0.843111111111,-77.388805555556,3585
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,54877,60785,0.9,54877,1,31/12/2016 17:10:00,26/02/2018 20:00:00
,VV,54099,60773,0.89,54098,1,31/12/2016 17:10:00,26/02/2018 18:00:00
,RS,86041,107367,0.8,73442,0.85,25/11/2005 18:00:00,24/02/2018 09:00:00
,DV,53111,60353,0.88,53111,1,31/12/2016 17:10:00,23/02/2018 20:00:00
,HR,80891,107443,0.75,79143,0.98,25/11/2005 16:00:00,27/02/2018 11:00:00
249,28025502,APTO ALFONSO LOPEZ - AUTOM [28025502],10.436166666667,-73.247666666667,138
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,12853,14278,0.9,12853,1,12/07/2016 14:00:00,27/02/2018 12:00:00
,VV,76914,85563,0.9,69744,0.91,12/07/2016 14:30:00,26/02/2018 19:00:00
,PR,56361,60761,0.93,56361,1,31/12/2016 23:10:00,26/02/2018 22:00:00
,DV,76559,85152,0.9,76557,1,12/07/2016 14:00:00,23/02/2018 22:00:00
,RS,12677,14203,0.89,12539,0.99,12/07/2016 15:00:00,24/02/2018 10:00:00
250,52055210,BOTANA AUTOM   [52055210],1.16,-77.278805555556,2820
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,56096,60803,0.92,56096,1,31/12/2016 14:10:00,26/02/2018 20:00:00
,HR,95024,112217,0.85,95022,1,10/05/2005 18:00:00,27/02/2018 11:00:00
,VV,55424,60791,0.91,55424,1,31/12/2016 14:10:00,26/02/2018 18:00:00
,DV,54245,60371,0.9,54245,1,31/12/2016 14:10:00,23/02/2018 20:00:00
,RS,94812,112099,0.85,79436,0.84,12/05/2005 14:00:00,24/02/2018 09:00:00
,RS,0,0,NaN,0,NaN,01/01/0001 00:00:00,01/01/0001 00:00:00
251,26075120,LA DIANA AUTOM  [26075120],3.314055555556,-76.185694444444,1615
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,DV,457832,667796,0.69,451550,0.99,14/06/2005 08:40:00,23/02/2018 20:00:00
,HR,100895,111379,0.91,96949,0.96,14/06/2005 09:00:00,27/02/2018 04:00:00
,RS,106515,111307,0.96,92885,0.87,14/06/2005 09:00:00,24/02/2018 04:00:00
,VV,455332,668126,0.68,451085,0.99,14/06/2005 08:40:00,26/02/2018 03:00:00
,PR,54778,60791,0.9,54778,1,31/12/2016 16:10:00,26/02/2018 20:00:00
252,29045000,SABANALARGA AUTOMATICA [29045000],10.636722222222,-74.918888888889,100
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,HR,29972,41180,0.73,29972,1,07/05/2013 14:00:00,17/01/2018 10:00:00
,PR,96,116,0.83,95,0.99,16/01/2018 14:50:00,17/01/2018 10:10:00
,DV,166155,247080,0.67,165884,1,07/05/2013 14:00:00,17/01/2018 10:00:00
,VV,166097,247080,0.67,165999,1,07/05/2013 14:00:00,17/01/2018 10:00:00
253,26127010,EL ALAMBRADO   [26127010],4.41025,-75.875388888889,151
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,34698,56507,0.61,34698,1,18/01/2017 21:10:00,15/02/2018 07:00:00
254,25027750,,0,0,0
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,33966,56507,0.6,33965,1,18/01/2017 21:10:00,15/02/2018 07:00:00
255,52077010,PTE PUSMEO AUTOM  [52077010],1.624055555556,-77.478916666667,380
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,42345,56747,0.75,42345,1,31/12/2016 14:10:00,29/01/2018 16:00:00
256,15067200,EL SILENCIO AUTOMATICA [15067200],10.917083333333,-72.915333333333,255
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,PR,37918,78587,0.48,37918,1,13/09/2011 14:20:00,12/03/2013 08:10:00
257,11135030,UNGUIA AUTOM   [11135030],8.036722222222,-77.087861111111,14
,variable_name,variable_count,variable_expected,percent_records,inside_range,percent_inside,startdate,enddate
,RS,46530,109329,0.43,40546,0.87,05/09/2005 01:00:00,24/02/2018 10:00:00
,PR,2590,360936,0.01,2590,1,10/03/2011 19:00:00,19/01/2018 07:00:00
